,energy,bitstring,parity,update
0,-6.985891929323606,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",0,0
1,-4.018901928495994,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",0,0
2,1.2364505230578915,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",0,0
3,-1.3561446614922608,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",0,0
4,-5.754513319143113,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0,0
5,0.7020701997189358,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0,0
6,2.6814938545145055,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,0
7,-0.9569509091579382,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",0,0
8,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
9,2.6814938545145055,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,0
10,-10.840979047305176,"[1, 0, 1, 0, 1, 1, 1, 1, 1, 1]",0,0
11,-5.394718657594431,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",0,0
12,6.6516993704368055,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]",0,0
13,6.968235335039003,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0]",0,0
14,-2.205870149958644,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0,0
15,2.4982904991617927,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",0,1
16,3.6465607168613214,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,1
17,-14.700429867125017,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 0]",0,1
18,-4.473123531944138,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,1
19,-0.8145521116442771,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0,1
20,-0.8145521116442771,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0,1
21,-7.602675673000119,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",0,1
22,1.0909517646452658,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0,1
23,11.776070198133711,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0]",0,1
24,-3.726495565243285,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",0,1
25,1.774505582454443,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0,1
26,0.8270617439610697,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",0,1
27,0.49572492954986025,"[1, 1, 1, 0, 0, 1, 0, 1, 0, 1]",0,1
28,-3.7976240241752093,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",0,1
29,1.2245376441812317,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",0,1
30,17.880386126176777,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",0,2
31,-13.573004725133561,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",0,2
32,10.100306175457792,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",0,2
33,1.7450306133674092,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",0,2
34,9.06538393389595,"[1, 0, 0, 1, 1, 1, 1, 0, 1, 0]",0,2
35,-1.7701569571615896,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",0,2
36,-16.164907911940276,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 1]",0,2
37,2.1718796648273204,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",0,2
38,5.771006188075147,"[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",0,2
39,3.684221695121123,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",0,2
40,-7.728974901368057,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]",0,2
41,-11.731479154919278,"[1, 0, 0, 1, 1, 1, 0, 1, 0, 1]",0,2
42,1.7450306133674092,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",0,2
43,-6.133334516315701,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]",0,2
44,11.324382085820702,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",0,2
45,0.9471222302454061,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1]",0,3
46,5.8648664946897116,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0,3
47,13.173666741158577,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0]",0,3
48,4.879677120050706,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,3
49,2.1718796648273204,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1]",0,3
50,-0.6261167980695799,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0]",0,3
51,3.6436394196315876,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",0,3
52,7.165750585086569,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,3
53,-0.3483858619296287,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,3
54,5.547074162588699,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",0,3
55,0.7020701997189358,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",0,3
56,1.6964883179754127,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1]",0,3
57,-6.521737190809944,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",0,3
58,3.9782621555224367,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",0,3
